11:17:13: INFO: <module>: for iteration:1:number of inputs:10
11:17:21: INFO: test_env: for original code input:<!DOCTYPE html><body><br><br><br>o</body>:original code output:['<br><br><br>o', '441\r\n']
11:38:31: INFO: test_env: for original code input:<!DOCTYPE html><body><script>4</script><br>w</body>:original code output:['<body><script>4</script><br>w', '484\r\n']
11:38:31: INFO: test_env: For mutated code input:<!DOCTYPE html><body><script>4</script><br>w</body>:mutated code output:['<body><script>4</script><br>w', '478\n']
11:38:34: INFO: test_env: for original code input:<!DOCTYPE html><body><script>4</script><br>w</body>:original code output:['<body><script>4</script><br>w', '484\r\n']
11:38:34: INFO: test_env: For mutated code input:<!DOCTYPE html><body><script>4</script><br>w</body>:mutated code output:['<body><script>4</script><br>w', '478\n']
11:38:34: INFO: test_env: for original code input:<!DOCTYPE html><body><br>wP</body>:original code output:['<br>wP', '443\r\n']
11:38:34: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>wP</body>:mutated code output:['<br>wP', '437\n']
11:38:37: INFO: test_env: for original code input:<!DOCTYPE html><body><script>4</script><br>w</body>:original code output:['<body><script>4</script><br>w', '484\r\n']
11:38:37: INFO: test_env: For mutated code input:<!DOCTYPE html><body><script>4</script><br>w</body>:mutated code output:['<body><script>4</script><br>w', '478\n']
11:38:45: INFO: test_env: for original code input:<!DOCTYPE html><body>66</body>:original code output:['66', '437\r\n']
11:38:45: INFO: test_env: For mutated code input:<!DOCTYPE html><body>66</body>:mutated code output:['66', '431\n']
11:38:49: INFO: test_env: for original code input:<!DOCTYPE html><body>66</body>:original code output:['66', '437\r\n']
11:38:49: INFO: test_env: For mutated code input:<!DOCTYPE html><body>66</body>:mutated code output:['66', '431\n']
11:38:50: INFO: test_env: for original code input:<!DOCTYPE html><body><br>r</body>:original code output:['<br>r', '440\r\n']
11:38:50: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>r</body>:mutated code output:['<br>r', '434\n']
11:38:55: INFO: test_env: for original code input:<!DOCTYPE html><body><br>r</body>:original code output:['<br>r', '440\r\n']
11:38:55: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>r</body>:mutated code output:['<br>r', '434\n']
11:38:55: INFO: test_env: for original code input:<!DOCTYPE html><body>66</body>:original code output:['66', '437\r\n']
11:38:55: INFO: test_env: For mutated code input:<!DOCTYPE html><body>66</body>:mutated code output:['66', '431\n']
11:38:56: INFO: test_env: for original code input:<!DOCTYPE html><body>gZe</body>:original code output:['gZe', '437\r\n']
11:38:56: INFO: test_env: For mutated code input:<!DOCTYPE html><body>gZe</body>:mutated code output:['gZe', '431\n']
11:38:59: INFO: test_env: for original code input:<!DOCTYPE html><body>66</body>:original code output:['66', '437\r\n']
11:38:59: INFO: test_env: For mutated code input:<!DOCTYPE html><body>66</body>:mutated code output:['66', '431\n']
11:39:01: INFO: test_env: for original code input:<!DOCTYPE html><body>gZe</body>:original code output:['gZe', '437\r\n']
11:39:01: INFO: test_env: For mutated code input:<!DOCTYPE html><body>gZe</body>:mutated code output:['gZe', '431\n']
11:39:01: INFO: test_env: for original code input:<!DOCTYPE html><body><br>r</body>:original code output:['<br>r', '440\r\n']
11:39:01: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>r</body>:mutated code output:['<br>r', '434\n']
11:39:02: INFO: test_env: for original code input:<!DOCTYPE html><body>vve</body>:original code output:['vve', '437\r\n']
11:39:02: INFO: test_env: For mutated code input:<!DOCTYPE html><body>vve</body>:mutated code output:['vve', '431\n']
11:39:05: INFO: test_env: for original code input:<!DOCTYPE html><body><br>r</body>:original code output:['<br>r', '440\r\n']
11:39:05: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>r</body>:mutated code output:['<br>r', '434\n']
11:39:06: INFO: test_env: for original code input:<!DOCTYPE html><body>vve</body>:original code output:['vve', '437\r\n']
11:39:06: INFO: test_env: For mutated code input:<!DOCTYPE html><body>vve</body>:mutated code output:['vve', '431\n']
11:39:06: INFO: test_env: for original code input:<!DOCTYPE html><body>gZe</body>:original code output:['gZe', '437\r\n']
11:39:06: INFO: test_env: For mutated code input:<!DOCTYPE html><body>gZe</body>:mutated code output:['gZe', '431\n']
11:39:07: INFO: test_env: for original code input:<!DOCTYPE html><body>Pg</body>:original code output:['Pg', '437\r\n']
11:39:07: INFO: test_env: For mutated code input:<!DOCTYPE html><body>Pg</body>:mutated code output:['Pg', '431\n']
11:39:09: INFO: test_env: for original code input:<!DOCTYPE html><body>gZe</body>:original code output:['gZe', '437\r\n']
11:39:09: INFO: test_env: For mutated code input:<!DOCTYPE html><body>gZe</body>:mutated code output:['gZe', '431\n']
11:39:10: INFO: test_env: for original code input:<!DOCTYPE html><body>Pg</body>:original code output:['Pg', '437\r\n']
11:39:10: INFO: test_env: For mutated code input:<!DOCTYPE html><body>Pg</body>:mutated code output:['Pg', '431\n']
11:39:10: INFO: test_env: for original code input:<!DOCTYPE html><body>vve</body>:original code output:['vve', '437\r\n']
11:39:10: INFO: test_env: For mutated code input:<!DOCTYPE html><body>vve</body>:mutated code output:['vve', '431\n']
11:39:11: INFO: test_env: for original code input:<!DOCTYPE html><body><style>nowvwovV5Eg</style>5</body>:original code output:['<body><style>nowvwovV5Eg</style>5', '486\r\n']
11:39:11: INFO: test_env: For mutated code input:<!DOCTYPE html><body><style>nowvwovV5Eg</style>5</body>:mutated code output:['<body><style>nowvwovV5Eg</style>5', '480\n']
11:39:12: INFO: test_env: for original code input:<!DOCTYPE html><body>vve</body>:original code output:['vve', '437\r\n']
11:39:12: INFO: test_env: For mutated code input:<!DOCTYPE html><body>vve</body>:mutated code output:['vve', '431\n']
11:39:13: INFO: test_env: for original code input:<!DOCTYPE html><body>Pg</body>:original code output:['Pg', '437\r\n']
11:39:13: INFO: test_env: For mutated code input:<!DOCTYPE html><body>Pg</body>:mutated code output:['Pg', '431\n']
11:39:13: INFO: test_env: for original code input:<!DOCTYPE html><body><style>nowvwovV5Eg</style>5</body>:original code output:['<body><style>nowvwovV5Eg</style>5', '486\r\n']
11:39:13: INFO: test_env: For mutated code input:<!DOCTYPE html><body><style>nowvwovV5Eg</style>5</body>:mutated code output:['<body><style>nowvwovV5Eg</style>5', '480\n']
11:39:14: INFO: test_env: for original code input:<!DOCTYPE html><body>e<br>ZT</body>:original code output:['e<br>ZT', '448\r\n']
11:39:14: INFO: test_env: For mutated code input:<!DOCTYPE html><body>e<br>ZT</body>:mutated code output:['e<br>ZT', '442\n']
11:39:16: INFO: test_env: for original code input:<!DOCTYPE html><body>Pg</body>:original code output:['Pg', '437\r\n']
11:39:16: INFO: test_env: For mutated code input:<!DOCTYPE html><body>Pg</body>:mutated code output:['Pg', '431\n']
11:39:17: INFO: test_env: for original code input:<!DOCTYPE html><body>e<br>ZT</body>:original code output:['e<br>ZT', '448\r\n']
11:39:17: INFO: test_env: For mutated code input:<!DOCTYPE html><body>e<br>ZT</body>:mutated code output:['e<br>ZT', '442\n']
11:39:17: INFO: test_env: for original code input:<!DOCTYPE html><body><style>nowvwovV5Eg</style>5</body>:original code output:['<body><style>nowvwovV5Eg</style>5', '486\r\n']
11:39:17: INFO: test_env: For mutated code input:<!DOCTYPE html><body><style>nowvwovV5Eg</style>5</body>:mutated code output:['<body><style>nowvwovV5Eg</style>5', '480\n']
11:39:17: INFO: test_env: for original code input:<!DOCTYPE html><body>Ew</body>:original code output:['Ew', '437\r\n']
11:39:17: INFO: test_env: For mutated code input:<!DOCTYPE html><body>Ew</body>:mutated code output:['Ew', '431\n']
11:39:20: INFO: test_env: for original code input:<!DOCTYPE html><body><style>nowvwovV5Eg</style>5</body>:original code output:['<body><style>nowvwovV5Eg</style>5', '486\r\n']
11:39:20: INFO: test_env: For mutated code input:<!DOCTYPE html><body><style>nowvwovV5Eg</style>5</body>:mutated code output:['<body><style>nowvwovV5Eg</style>5', '480\n']
11:39:20: INFO: test_env: for original code input:<!DOCTYPE html><body>Ew</body>:original code output:['Ew', '437\r\n']
11:39:20: INFO: test_env: For mutated code input:<!DOCTYPE html><body>Ew</body>:mutated code output:['Ew', '431\n']
11:39:20: INFO: test_env: for original code input:<!DOCTYPE html><body>e<br>ZT</body>:original code output:['e<br>ZT', '448\r\n']
11:39:20: INFO: test_env: For mutated code input:<!DOCTYPE html><body>e<br>ZT</body>:mutated code output:['e<br>ZT', '442\n']
11:39:21: INFO: test_env: for original code input:<!DOCTYPE html><body><br>wP</body>:original code output:['<br>wP', '443\r\n']
11:39:21: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>wP</body>:mutated code output:['<br>wP', '437\n']
11:39:24: INFO: test_env: for original code input:<!DOCTYPE html><body>e<br>ZT</body>:original code output:['e<br>ZT', '448\r\n']
11:39:24: INFO: test_env: For mutated code input:<!DOCTYPE html><body>e<br>ZT</body>:mutated code output:['e<br>ZT', '442\n']
11:39:24: INFO: test_env: for original code input:<!DOCTYPE html><body>Ew</body>:original code output:['Ew', '437\r\n']
11:39:24: INFO: test_env: For mutated code input:<!DOCTYPE html><body>Ew</body>:mutated code output:['Ew', '431\n']
11:39:24: INFO: test_env: for original code input:<!DOCTYPE html><body><br>wP</body>:original code output:['<br>wP', '443\r\n']
11:39:24: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>wP</body>:mutated code output:['<br>wP', '437\n']
11:39:25: INFO: test_env: for original code input:<!DOCTYPE html><body><script>4</script><br>w</body>:original code output:['<body><script>4</script><br>w', '484\r\n']
11:39:25: INFO: test_env: For mutated code input:<!DOCTYPE html><body><script>4</script><br>w</body>:mutated code output:['<body><script>4</script><br>w', '478\n']
11:39:27: INFO: test_env: for original code input:<!DOCTYPE html><body>Ew</body>:original code output:['Ew', '437\r\n']
11:39:27: INFO: test_env: For mutated code input:<!DOCTYPE html><body>Ew</body>:mutated code output:['Ew', '431\n']
11:39:28: INFO: test_env: for original code input:<!DOCTYPE html><body><br>wP</body>:original code output:['<br>wP', '443\r\n']
11:39:28: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>wP</body>:mutated code output:['<br>wP', '437\n']
11:39:28: INFO: test_env: for original code input:<!DOCTYPE html><body><script>4</script><br>w</body>:original code output:['<body><script>4</script><br>w', '484\r\n']
11:39:28: INFO: test_env: For mutated code input:<!DOCTYPE html><body><script>4</script><br>w</body>:mutated code output:['<body><script>4</script><br>w', '478\n']
11:39:30: INFO: test_env: for original code input:<!DOCTYPE html><body><br>wP</body>:original code output:['<br>wP', '443\r\n']
11:39:30: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>wP</body>:mutated code output:['<br>wP', '437\n']
11:39:31: INFO: test_env: for original code input:<!DOCTYPE html><body><script>4</script><br>w</body>:original code output:['<body><script>4</script><br>w', '484\r\n']
11:39:31: INFO: test_env: For mutated code input:<!DOCTYPE html><body><script>4</script><br>w</body>:mutated code output:['<body><script>4</script><br>w', '478\n']
11:39:33: INFO: test_env: for original code input:<!DOCTYPE html><body><script>4</script><br>w</body>:original code output:['<body><script>4</script><br>w', '484\r\n']
11:39:33: INFO: test_env: For mutated code input:<!DOCTYPE html><body><script>4</script><br>w</body>:mutated code output:['<body><script>4</script><br>w', '478\n']
11:39:38: INFO: test_env: for original code input:<!DOCTYPE html><body>66</body>:original code output:['66', '437\r\n']
11:39:38: INFO: test_env: For mutated code input:<!DOCTYPE html><body>66</body>:mutated code output:['66', '431\n']
11:39:41: INFO: test_env: for original code input:<!DOCTYPE html><body>66</body>:original code output:['66', '437\r\n']
11:39:41: INFO: test_env: For mutated code input:<!DOCTYPE html><body>66</body>:mutated code output:['66', '431\n']
11:39:41: INFO: test_env: for original code input:<!DOCTYPE html><body><br>r</body>:original code output:['<br>r', '440\r\n']
11:39:41: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>r</body>:mutated code output:['<br>r', '434\n']
11:39:44: INFO: test_env: for original code input:<!DOCTYPE html><body>66</body>:original code output:['66', '437\r\n']
11:39:44: INFO: test_env: For mutated code input:<!DOCTYPE html><body>66</body>:mutated code output:['66', '431\n']
11:39:44: INFO: test_env: for original code input:<!DOCTYPE html><body><br>r</body>:original code output:['<br>r', '440\r\n']
11:39:44: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>r</body>:mutated code output:['<br>r', '434\n']
11:39:44: INFO: test_env: for original code input:<!DOCTYPE html><body>gZe</body>:original code output:['gZe', '437\r\n']
11:39:44: INFO: test_env: For mutated code input:<!DOCTYPE html><body>gZe</body>:mutated code output:['gZe', '431\n']
11:39:47: INFO: test_env: for original code input:<!DOCTYPE html><body>66</body>:original code output:['66', '437\r\n']
11:39:47: INFO: test_env: For mutated code input:<!DOCTYPE html><body>66</body>:mutated code output:['66', '431\n']
11:39:47: INFO: test_env: for original code input:<!DOCTYPE html><body><br>r</body>:original code output:['<br>r', '440\r\n']
11:39:47: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>r</body>:mutated code output:['<br>r', '434\n']
11:39:47: INFO: test_env: for original code input:<!DOCTYPE html><body>gZe</body>:original code output:['gZe', '437\r\n']
11:39:47: INFO: test_env: For mutated code input:<!DOCTYPE html><body>gZe</body>:mutated code output:['gZe', '431\n']
11:39:48: INFO: test_env: for original code input:<!DOCTYPE html><body>vve</body>:original code output:['vve', '437\r\n']
11:39:48: INFO: test_env: For mutated code input:<!DOCTYPE html><body>vve</body>:mutated code output:['vve', '431\n']
11:39:49: INFO: test_env: for original code input:<!DOCTYPE html><body><br>r</body>:original code output:['<br>r', '440\r\n']
11:39:49: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>r</body>:mutated code output:['<br>r', '434\n']
11:39:50: INFO: test_env: for original code input:<!DOCTYPE html><body>gZe</body>:original code output:['gZe', '437\r\n']
11:39:50: INFO: test_env: For mutated code input:<!DOCTYPE html><body>gZe</body>:mutated code output:['gZe', '431\n']
11:39:50: INFO: test_env: for original code input:<!DOCTYPE html><body>vve</body>:original code output:['vve', '437\r\n']
11:39:50: INFO: test_env: For mutated code input:<!DOCTYPE html><body>vve</body>:mutated code output:['vve', '431\n']
11:39:50: INFO: test_env: for original code input:<!DOCTYPE html><body>Pg</body>:original code output:['Pg', '437\r\n']
11:39:50: INFO: test_env: For mutated code input:<!DOCTYPE html><body>Pg</body>:mutated code output:['Pg', '431\n']
11:39:52: INFO: test_env: for original code input:<!DOCTYPE html><body>gZe</body>:original code output:['gZe', '437\r\n']
11:39:52: INFO: test_env: For mutated code input:<!DOCTYPE html><body>gZe</body>:mutated code output:['gZe', '431\n']
11:39:52: INFO: test_env: for original code input:<!DOCTYPE html><body>vve</body>:original code output:['vve', '437\r\n']
11:39:52: INFO: test_env: For mutated code input:<!DOCTYPE html><body>vve</body>:mutated code output:['vve', '431\n']
11:39:53: INFO: test_env: for original code input:<!DOCTYPE html><body>Pg</body>:original code output:['Pg', '437\r\n']
